iter	Logloss
265	0.07022670181
266	0.07008213522
267	0.06996041845
268	0.06978077529
269	0.06957102078
270	0.06937077786
271	0.06922165493
272	0.06911104107
273	0.068903141
274	0.06877603344
275	0.06850720078
276	0.06839469824
277	0.06826016282
278	0.06810816838
279	0.06796952376
280	0.06778575662
281	0.0674544148
282	0.06733347477
283	0.06713801824
284	0.06695137516
285	0.06683026133
286	0.06671886555
287	0.06658838737
288	0.06640350436
289	0.06622690457
290	0.06614024461
291	0.06597790542
292	0.06583569353
293	0.06569193205
294	0.06551446606
295	0.06539583922
296	0.06515962763
297	0.06500569012
298	0.06476916267
299	0.06466660333
300	0.06451260988
301	0.06438479281
302	0.06425471571
303	0.0641900973
304	0.06409820769
305	0.06398039834
306	0.06386711447
307	0.0635969837
308	0.06339868183
309	0.06327745287
310	0.06305821868
311	0.06289830466
312	0.06275587567
313	0.06264989284
314	0.06250730573
315	0.06237485344
316	0.06229236606
317	0.06211549886
318	0.06198808852
319	0.06168689869
320	0.06154351944
321	0.06137009486
322	0.06121311825
323	0.06100257691
324	0.06082075858
325	0.06064494627
326	0.06051301942
327	0.06031476248
328	0.06014156746
329	0.05996376242
330	0.05981694222
331	0.05967654044
332	0.05952227009
333	0.05939333404
334	0.05926957734
335	0.05910096574
336	0.05893179481
337	0.05869713126
338	0.05855363906
339	0.05830225134
340	0.05814287014
341	0.05787389534
342	0.0577112999
343	0.05757967442
344	0.05751276385
345	0.05740561426
346	0.05727229372
347	0.05713708588
348	0.05697708498
349	0.0568129363
350	0.05670435071
351	0.05658190975
352	0.05644568405
353	0.05636253708
354	0.05620868989
355	0.05604249478
356	0.0559257855
357	0.05577656235
358	0.05561491672
359	0.05549540915
360	0.05539524765
361	0.05530145855
362	0.0552008671
363	0.05509064302
364	0.0549970359
365	0.0548207238
366	0.05468613229
367	0.05456665681
368	0.05443765113
369	0.05435954355
370	0.05423186524
371	0.05407657517
372	0.05390849512
373	0.05376384967
374	0.05362122824
375	0.05346164327
376	0.05325949646
377	0.05317225009
378	0.05306886999
379	0.05298174665
380	0.05284586004
381	0.05271967169
382	0.05263080565
383	0.05254402939
384	0.05244816726
385	0.05236650606
386	0.05220597494
387	0.05211708657
388	0.05201014927
389	0.05186180201
390	0.0517861422
391	0.05169424447
392	0.05155911658
393	0.05144232559
394	0.05135822728
395	0.05127922558
396	0.05111413723
397	0.05099998657
398	0.05087715319
399	0.0507866009
400	0.05062803265
401	0.05051873847
402	0.05042346349
403	0.05029983378
404	0.05014776845
405	0.04992594266
406	0.04984628009
407	0.04978877801
408	0.04970063678
409	0.04960062995
410	0.04949838282
411	0.04941137171
412	0.04934142218
413	0.04920017345
414	0.04904132407
415	0.04895048938
416	0.04882151501
417	0.04873026157
418	0.04860937861
419	0.0485246262
420	0.04843501846
421	0.04820892318
422	0.04812997664
423	0.0480628702
424	0.04797908261
425	0.04790041125
426	0.04784640283
427	0.04768841932
428	0.04750946312
429	0.04741820657
430	0.04730903494
431	0.04723454598
432	0.04706912862
433	0.04692484346
434	0.04686119162
435	0.0468058099
436	0.04664357664
437	0.04658979453
438	0.04651291769
439	0.04635611293
440	0.04629021306
441	0.04609443302
442	0.04593843946
443	0.04579188249
444	0.04565248978
445	0.04554543483
446	0.0454082747
447	0.04530194104
448	0.04522596472
449	0.04515469541
450	0.04507071917
451	0.04495586776
452	0.04478698149
453	0.04469676746
454	0.04461373941
455	0.04451893359
456	0.04445934842
457	0.0443444508
458	0.04427404323
459	0.04415613127
460	0.04402194112
461	0.04391086131
462	0.04384717179
463	0.04376279225
464	0.04367773656
465	0.04361119206
466	0.04354728342
467	0.04349919549
468	0.04342314607
469	0.04326565059
470	0.0431420212
471	0.04305501186
472	0.04300942678
473	0.04292239547
474	0.04278901328
475	0.04270628853
476	0.04264535036
477	0.04253266088
478	0.04246669906
479	0.04236765497
480	0.042314238
481	0.04220912684
482	0.04213135061
483	0.04202258547
484	0.0419631714
485	0.04188262921
486	0.04180900533
487	0.04166674346
488	0.0416172844
489	0.04154174858
490	0.04145474278
491	0.04138252942
492	0.04130795762
493	0.04122993295
494	0.04115981971
495	0.04103944634
496	0.0409870286
497	0.04088926233
498	0.04082834213
499	0.04075014169
500	0.04070888249
501	0.04061472942
502	0.04050641315
503	0.0404155665
504	0.04027423363
505	0.04019027841
506	0.04012100472
507	0.04005307152
508	0.03996900377
509	0.03990259196
510	0.03975556872
511	0.03970726679
512	0.03956892203
513	0.0395059079
514	0.03942671651
515	0.03936314374
516	0.03930220417
517	0.03923489455
518	0.03913652697
519	0.03907544002
520	0.03900920954
521	0.0389665229
522	0.03892115441
523	0.03886634204
524	0.03881236683
525	0.03874286489
526	0.03869130348
527	0.03863057193
528	0.03851291579
529	0.0384626853
530	0.03841491952
531	0.03836708948
532	0.03832321863
533	0.03821910191
534	0.0381207144
535	0.03796228605
536	0.03788233605
537	0.03778670444
538	0.03769476115
539	0.03764252142
540	0.03753033234
541	0.03746210012
542	0.03734928553
543	0.03725530474
544	0.03718087763
545	0.03710276182
546	0.03698276369
547	0.03691634826
548	0.03682706878
549	0.03672181046
550	0.03666362597
551	0.03657575226
552	0.03652172144
553	0.03643353011
554	0.03635796839
555	0.03629866275
556	0.03622802074
557	0.03617203848
558	0.03611751202
559	0.03607601002
560	0.03598101828
561	0.03591530298
562	0.03582910789
563	0.03571949212
564	0.03565424508
565	0.03555460033
566	0.03550632073
567	0.03545813099
568	0.0353882392
569	0.03531871433
570	0.03522423095
571	0.03514142559
572	0.03507562562
573	0.03498835306
574	0.03493387964
575	0.03486954652
576	0.03477098173
577	0.03470811633
578	0.03463499783
579	0.03455547698
580	0.034499292
581	0.03443079518
582	0.0343601519
583	0.03432162269
584	0.03426353072
585	0.0341859105
586	0.03415359424
587	0.03404315222
588	0.03396090057
589	0.03388293396
590	0.03383522179
591	0.03373270312
592	0.03364251243
593	0.03359336621
594	0.03350849572
595	0.03344671305
596	0.03340944019
597	0.03337913298
598	0.03330166093
599	0.03325138495
600	0.03317969194
601	0.03307447013
602	0.03298338593
603	0.03293729792
604	0.03287919153
605	0.03281315589
606	0.03275332139
607	0.03269031922
608	0.03262558173
609	0.03255221167
610	0.03244540077
611	0.03240930819
612	0.03231923148
613	0.03223279257
614	0.0321572057
615	0.03207808555
616	0.03198434193
617	0.03194001374
618	0.03191293188
619	0.0318739334
620	0.03180155119
621	0.03175156471
622	0.03167310655
623	0.03163227322
624	0.03152519268
625	0.03144941711
626	0.03137088163
627	0.03131486537
628	0.03126673205
629	0.03117389986
630	0.03113874517
631	0.03105676759
632	0.03097880593
633	0.03088112998
634	0.03083933802
635	0.03072000063
636	0.03066993918
637	0.0306213843
638	0.03059209613
639	0.03053768274
640	0.03050521831
641	0.0304466826
642	0.03036862832
643	0.03029475283
644	0.03024918995
645	0.03021884481
646	0.03016621289
647	0.03013725804
648	0.03010609646
649	0.03005793666
650	0.02999635234
651	0.02992802687
652	0.02989263772
653	0.0298456769
654	0.02980730438
655	0.02974764748
656	0.02967730633
657	0.02959260261
658	0.02955937921
659	0.02951835989
660	0.02945484079
661	0.02936134211
662	0.02930779342
663	0.02924404149
664	0.02917543889
665	0.02911009978
666	0.02906620912
667	0.02903479063
668	0.02899027473
669	0.02893647268
670	0.02888258067
671	0.02879682242
672	0.02875851444
673	0.02867274417
674	0.02859927437
675	0.02857016737
676	0.02852152904
677	0.02849983819
678	0.02843506702
679	0.02839846167
680	0.02835728686
681	0.02832020483
682	0.02828558012
683	0.02823338553
684	0.02819726111
685	0.02816810071
686	0.02812753786
687	0.02807803562
688	0.02804759992
689	0.02794570588
690	0.02791417273
691	0.02787859548
692	0.02782859818
693	0.02774316937
694	0.02772426748
695	0.02763659096
696	0.0275910012
697	0.02752425983
698	0.02744946335
699	0.02740313099
700	0.02736467727
701	0.02730552746
702	0.02724306361
703	0.02717949123
704	0.02714061211
705	0.02708549153
706	0.02701184735
707	0.02697123013
708	0.02691610149
709	0.02688855686
710	0.02681384398
711	0.02678669528
712	0.02672474357
713	0.02664388777
714	0.02659075282
715	0.02655588376
716	0.02649911168
717	0.02639780048
718	0.02630441482
719	0.02625990753
720	0.0261667104
721	0.02610685558
722	0.0260701631
723	0.02604132131
724	0.02601764487
725	0.0259411501
726	0.02587655692
727	0.02584889428
728	0.02580840752
729	0.02573890221
730	0.02568048432
731	0.02564875819
732	0.02558546174
733	0.0255285538
734	0.02547758057
735	0.02542991103
736	0.02539012807
737	0.02534745176
738	0.02532174304
739	0.02529080046
740	0.02526735217
741	0.02521589382
742	0.02516994192
743	0.02513126894
744	0.02508062628
745	0.0250321384
746	0.02499444842
747	0.02496217225
748	0.02492564181
749	0.02488022535
750	0.02481027843
751	0.0247625048
752	0.024713981
753	0.02469738271
754	0.02464190003
755	0.02459355637
756	0.02456451585
757	0.02450235388
758	0.0244648747
759	0.02442465569
760	0.02438611765
761	0.02435207458
762	0.02430473871
763	0.02425517451
764	0.0242095968
765	0.0241568125
766	0.02410786668
767	0.02406818638
768	0.02400186923
769	0.02396331848
770	0.02393404145
771	0.0238719209
772	0.02383548715
773	0.0237912089
774	0.02372570453
775	0.02369011181
776	0.02363191537
777	0.02359191899
778	0.02354563043
779	0.02349768377
780	0.02346759933
781	0.02341384794
782	0.02339008287
783	0.0233644225
784	0.02332271445
785	0.02328492462
786	0.02321196708
787	0.02318623467
788	0.02310793336
789	0.02306434394
790	0.02302085373
791	0.02298930133
792	0.02296402864
793	0.02294249228
794	0.02287372522
795	0.02283808721
796	0.02281108571
797	0.02279146697
798	0.02276097946
799	0.02272766162
800	0.02268244018
801	0.0226655131
802	0.02265124767
803	0.02259159787
804	0.02254491134
805	0.0225085416
806	0.0224789638
807	0.02242194525
808	0.02237155577
809	0.02233307007
810	0.02228833011
811	0.02224691016
812	0.02221549121
813	0.0221673674
814	0.02214821336
815	0.02210110497
816	0.02205311808
817	0.02196210265
818	0.02191301233
819	0.0218880487
820	0.02185712727
821	0.02180952418
822	0.02176145227
823	0.0217238603
824	0.02169095259
825	0.02162645569
826	0.02154431378
827	0.02149907509
828	0.02148001571
829	0.02143903936
830	0.02140525558
831	0.02136221948
832	0.02132974591
833	0.0213140807
834	0.02127774249
835	0.021244103
836	0.02117642064
837	0.02113149842
838	0.02107549473
839	0.02106044321
840	0.02103760546
841	0.02102318663
842	0.0209832992
843	0.02094668528
844	0.02092307764
845	0.02089028435
846	0.02086615373
847	0.02085100254
848	0.02078840275
849	0.02074460881
850	0.02071729291
851	0.02068354185
852	0.02062171114
853	0.0205842685
854	0.02055961765
855	0.02052780347
856	0.02049097163
857	0.02046410529
858	0.0204125557
859	0.02034044087
860	0.02032821421
861	0.02030081543
862	0.02026937277
863	0.02024471038
864	0.02021995172
865	0.02019014511
866	0.02013452245
867	0.0200858247
868	0.02006319647
869	0.02003559734
870	0.02002685759
871	0.01999315358
872	0.01996980895
873	0.01993791663
874	0.01989600566
875	0.01987075307
876	0.01983995577
877	0.01980046278
878	0.01976036697
879	0.01971771307
880	0.01967059381
881	0.01964138182
882	0.019614104
883	0.01960147948
884	0.01957989033
885	0.01956457536
886	0.01953378793
887	0.01951215767
888	0.01945937311
889	0.01943588692
890	0.01940826934
891	0.01939124399
892	0.01936452445
893	0.01935218389
894	0.01933654943
895	0.01928680442
896	0.01926016627
897	0.01924414429
898	0.01917701952
899	0.01914225027
900	0.01912015835
901	0.01909027591
902	0.0190628494
903	0.01904320892
904	0.01903456599
905	0.01900810667
906	0.01898005668
907	0.01894494501
908	0.0189218241
909	0.0188825119
910	0.01884457246
911	0.01878919544
912	0.0187672463
913	0.01873962448
914	0.01870448421
915	0.01866505935
916	0.01864427629
917	0.01862109716
918	0.01859763518
919	0.0185462013
920	0.01851330644
921	0.01847139131
922	0.01845499502
923	0.01841657781
924	0.01837698385
925	0.0183281276
926	0.01828581006
927	0.01825744887
928	0.0182396586
929	0.01823286724
930	0.01820163515
931	0.01818529183
932	0.01815601689
933	0.01812653648
934	0.0181012054
935	0.0180849511
936	0.01803617811
937	0.01801239638
938	0.01798578698
939	0.01796245142
940	0.01793020755
941	0.01792000531
942	0.01788020081
943	0.01783163617
944	0.01781011442
945	0.01778111484
946	0.01773728073
947	0.01768814691
948	0.01765964277
949	0.01762877532
950	0.01757543092
951	0.0175643215
952	0.01754994196
953	0.01753459874
954	0.0174934631
955	0.01745327635
956	0.01742839308
957	0.01742045475
958	0.01739608887
959	0.0173574486
960	0.0173128861
961	0.01728865207
962	0.0172714446
963	0.01725687852
964	0.01723072078
965	0.01721217763
966	0.01720208688
967	0.01717641444
968	0.01714859887
969	0.01712368137
970	0.01709778449
971	0.01707745596
972	0.01706448817
973	0.01703297646
974	0.01698707279
975	0.01695556902
976	0.01692806398
977	0.01690353991
978	0.01687929022
979	0.01685111559
980	0.01682173766
981	0.01680924529
982	0.01679002732
983	0.01674912577
984	0.01671508485
985	0.01670095018
986	0.01668856684
987	0.01665496299
988	0.01662969839
989	0.01659866845
990	0.01659864882
991	0.01657963998
992	0.01655840823
993	0.01651992541
994	0.01649946553
995	0.01648603474
996	0.01647347652
997	0.01644808481
998	0.01643842034
999	0.01641167173
